Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sucette-luxe-motif-dessin-anime-bebe,,,,,,,,,Bleu,,,,,,,,,0.0,shopify,1000,continue,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23848-mtsppt.jpg?v=1749468938,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23848-mtsppt.jpg?v=1749468938,kg,,,
sucette-luxe-motif-dessin-anime-bebe,,,,,,,,,Rouge,,,,,,,,,0.0,shopify,1000,continue,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23850-sy3rxu.jpg?v=1749468938,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23850-sy3rxu.jpg?v=1749468938,kg,,,
sucette-luxe-motif-dessin-anime-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23841-aacjsf.jpg?v=1749468938,6,"",,,,,,,,,,,,,,,,,,,
anneau-natation-gonflable-nouveau-ne,Anneau de natation gonflable pour nouveau-né,"<h2>Description du Produit</h2>
<p>Offrez à votre tout-petit le plaisir de la baignade en toute sécurité avec notre anneau de natation gonflable spécialement conçu pour les nouveau-nés! Fabriqué en PVC résistant à l'eau et aux UV, cet anneau garantit une durabilité exceptionnelle même avec une utilisation régulière.</p>
<p>Son attache sécurisée au cou assure que votre bébé reste confortablement en place dans l'eau, tandis que les poignées gonflables facilitent la prise en main pour les parents et les bébés.</p>
<p>Avec un ajustement parfait qui évite toute irritation, ce produit est le choix idéal pour initier votre enfant aux joies de la natation.</p>
<ul>
<li>🔒 <strong>Sécurité Avant Tout</strong> : L'attache sécurisée autour du cou assure que le bébé reste en sécurité et confortable dans l'eau.</li>
<li>💪 <strong>Durabilité</strong> : Fabriqué avec un matériau PVC de haute qualité, résistant à l'eau et aux UV, garantissant une longue durée de vie même avec une utilisation régulière.</li>
<li>🤲 <strong>Facilité d'Utilisation</strong> : Les poignées gonflables offrent une prise en main sécurisée, facilitant la gestion par les parents et les bébés.</li>
<li>👶 <strong>Ajustement Confortable</strong> : Conçu spécialement pour s'adapter parfaitement aux nouveau-nés sans causer d'irritation ou d'inconfort.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Couche extérieure en PVC résistant à l'eau et aux UV</li>
<li>
<strong>Design :</strong> Poignées gonflables pour une prise en main facile</li>
<li>
<strong>Taille :</strong> Parfaitement adapté aux nouveau-nés</li>
</ul>",Jouets & éveil,Uncategorized,"",bouée,true,Couleur,Rose,,,,,,,,"",0.0,shopify,999,continue,manual,29.90,,true,true,"",https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23060-0pqm0g.jpg?v=1749468923,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23060-0pqm0g.jpg?v=1749468923,kg,,,active
anneau-natation-gonflable-nouveau-ne,,,,,,,,,Bleu,,,,,,,,"",0.0,shopify,999,continue,manual,29.90,,true,true,"",https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23057-2wehpv.jpg?v=1749468923,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23057-2wehpv.jpg?v=1749468923,kg,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,Vert,,,,,,,,"",0.0,shopify,999,continue,manual,29.90,,true,true,"",https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23058-o2havk.jpg?v=1749468923,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23058-o2havk.jpg?v=1749468923,kg,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23055-sxss4e.jpg?v=1749468923,4,"",,,,,,,,,,,,,,,,,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23055-nimr4y.jpg?v=1749468923,5,"",,,,,,,,,,,,,,,,,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23055-uyfwpe.jpg?v=1749468923,6,"",,,,,,,,,,,,,,,,,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23055-owjemc.jpg?v=1749468923,7,"",,,,,,,,,,,,,,,,,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23060-0pqm0g_d981cb47-f9ca-4c2e-a95e-49056b1dfb03.jpg?v=1749468923,8,"",,,,,,,,,,,,,,,,,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23058-o2havk_45223f79-330b-4996-b014-d094ab351bb8.jpg?v=1749468923,9,"",,,,,,,,,,,,,,,,,,,
anneau-natation-gonflable-nouveau-ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/23057-2wehpv_1a0ee468-365b-4da4-96b5-01269d3556ee.jpg?v=1749468923,10,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,Tapis de jeu à eau gonflable pour bébé,"<h2>Description du Produit</h2>
<p>Le Tapis de jeu à eau gonflable pour bébé est une innovation ludique qui stimule les sens de votre enfant tout en favorisant son développement moteur et sa coordination.</p>
<p>Conçu en PVC durable et non toxique, ce tapis offre une expérience sensorielle unique grâce à l'interaction tactile avec l'eau.</p>
<p>Idéal pour les bébés dès 3 mois, il encourage les mouvements et les interactions, renforçant ainsi leurs compétences motrices et leur coordination œil-main. </p>
<ul>
<li>🌟 <strong>Développement sensoriel :</strong> Le tapis de jeu à eau stimule les sens du bébé grâce à une interaction tactile avec l'eau.</li>
<li>🚼 <strong>Amélioration des compétences motrices :</strong> Encourage les bébés à bouger, pousser et appuyer sur le tapis, renforçant ainsi leurs compétences motrices.</li>
<li>👶 <strong>Amélioration de la coordination :</strong> Aide à améliorer la coordination main-œil alors que les bébés essaient d'attraper ou de toucher des objets flottants à l'intérieur du tapis.</li>
<li>🛡️ <strong>Praticité et sécurité :</strong> Fabriqué en PVC durable et non toxique, assurant un temps de jeu sûr pour votre bébé.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> PVC durable et non toxique</li>
<li>
<strong>Technologie :</strong> Design gonflable pour une installation et un rangement faciles</li>
<li>
<strong>Capacité :</strong> Convient aux bébés de 3 mois et plus</li>
</ul>",Maison & confort,,"",hochet,true,Title,Default Title,,,,,,,,,0.0,shopify,1000,continue,manual,19.50,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/IMG_tapis_de_jeu_a_eau_gonflable_pour_bebe_2.jpg?v=1749468905,1,"",false,,"<p><span id=""p142"">Développez les sens de votre bébé avec notre <strong>tapis de jeu à eau gonflable pour bébé</strong>. Non seulement ce jeu est amusant et stimulant pour votre tout petit, mais il lui permet également de faire travailler l’éveil de ses sens, sa motricité et sa coordination.</span></p> <p> </p> <p><strong>📣 OFFRE EXCLUSIVE : En ce moment, profitez d’un hochet de dentition offert pour chaque tapis de jeu acheté !</strong></p> <p><em>Offre valable jusqu’à épuisement des stocks.</em></p> <p><img class=""alignnone wp-image-42050 size-full"" src=""https://www.areu-bebe.com/wp-content/uploads/2021/05/OFFRE-A-DUREE-LIMITEE.png"" alt="""" width=""350"" height=""145"" /></p>",,,,,,,,,,,,,kg,,,active
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/AF9I9356.jpg?v=1749468905,2,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/AF9I9324-min.jpg?v=1749468905,3,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/AF9I9301-min.jpg?v=1749468905,4,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/AF9I9312-min.jpg?v=1749468905,5,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/AF9I9322-min.jpg?v=1749468905,6,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/AF9I9311-1.jpg?v=1749468905,7,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/AF9I9352.jpg?v=1749468905,8,"",,,,,,,,,,,,,,,,,,,
tapis-jeu-gonflable-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/IMG_tapis_de_jeu_a_eau_gonflable_pour_bebe_1.jpg?v=1749468905,9,"",,,,,,,,,,,,,,,,,,,
doudou-bebe-forme-lapin-coton-filles-garcons,Doudou bébé en forme de lapin en coton pour filles et garçons,"<h2>Description du Produit</h2>
<p>Ce doudou bébé en forme de lapin, confectionné en coton doux et durable, est idéal pour les filles et les garçons. Ses couleurs pastel et son design adorable apportent une touche unique et charmante, faisant de ce doudou un choix incontournable. </p>
<ul>
<li>🛌 <strong>Confort &amp; Sécurité :</strong> Le matériau en coton doux offre une touche délicate qui apaise votre bébé, procurant un sentiment de sécurité.</li>
<li>🔧 <strong>Durabilité :</strong> Fabriqué à partir de matériaux de haute qualité, garantissant une longue durée de vie même avec une utilisation fréquente.</li>
<li>🐰 <strong>Design Charmant :</strong> La forme unique de lapin et les couleurs pastel en font un accessoire attrayant que les enfants adoreront.</li>
<li>🚼 <strong>Portabilité :</strong> Livré avec un sac en tissu pratique, ce qui le rend facile à ranger et à transporter.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Coton doux et durable</li>
<li>
<strong>Design :</strong> Forme de lapin</li>
<li>
<strong>Couleurs :</strong> Teintes pastel</li>
<li>
<strong>Accessoires inclus :</strong> Sac en tissu pour le rangement et le transport</li>
</ul>",Vêtements & Accessoires,Uncategorized,"","",true,Couleur,Beige,,,,,,,,,0.0,shopify,1000,continue,manual,19.50,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/58674-fa4bf4.jpg?v=1749468888,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/58674-fa4bf4.jpg?v=1749468888,kg,,,active
doudou-bebe-forme-lapin-coton-filles-garcons,,,,,,,,,Rose,,,,,,,,,0.0,shopify,1000,continue,manual,19.50,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/8b55781a-e139-43e5-b80f-40542909b165.jpg?v=1749468888,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/8b55781a-e139-43e5-b80f-40542909b165.jpg?v=1749468888,kg,,,
doudou-bebe-forme-lapin-coton-filles-garcons,,,,,,,,,Bleu,,,,,,,,,0.0,shopify,1000,continue,manual,19.50,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/ff7ea827-3f8b-4538-9a27-abbcca9f5e44.jpg?v=1749468888,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/ff7ea827-3f8b-4538-9a27-abbcca9f5e44.jpg?v=1749468888,kg,,,
doudou-bebe-forme-lapin-coton-filles-garcons,,,,,,,,,Gris,,,,,,,,,0.0,shopify,1000,continue,manual,19.50,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/34bc5480-8ff3-4187-bcc7-8ef69c2102f6.jpg?v=1749468888,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/34bc5480-8ff3-4187-bcc7-8ef69c2102f6.jpg?v=1749468888,kg,,,
serviette-doudou-vintage-nouveau-ne,Serviette doudou vintage pour nouveau né,"<h2>Description du Produit</h2>
<p>Enveloppez votre nouveau-né dans une chaleur et un confort inégalés avec notre ""Serviette doudou vintage pour nouveau-né"". Fabriquée à partir de tissu doux et respirant, cette couverture est dotée d'un rembourrage épais et moelleux qui garde votre bébé au chaud pendant ses siestes. </p>
<ul>
<li>🛏️ <strong>Confort :</strong> Le rembourrage épais et moelleux assure que votre bébé reste au chaud et à l'aise pendant les siestes.</li>
<li>🌬️ <strong>Respirabilité :</strong> Fabriqué en tissu doux et respirant, il prévient la surchauffe tout en offrant un confort maximal.</li>
<li>🎨 <strong>Attrait esthétique :</strong> L'imprimé vintage avec des couleurs vives ajoute une touche de charme, rendant le produit attrayant pour le bébé et les parents.</li>
<li>🍼 <strong>Article essentiel :</strong> Parfait pour créer un environnement douillet, faisant de cette serviette doudou un accessoire indispensable pour tout nouveau-né.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Tissu doux et respirant</li>
<li>
<strong>Rembourrage :</strong> Épais et moelleux</li>
<li>
<strong>Design :</strong> Imprimé vintage avec des couleurs vives</li>
</ul>",Vêtements & Accessoires,Uncategorized,"","",true,Couleur,Rose,,,,,,,,,0.0,shopify,1000,continue,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56982-ydje6q.jpg?v=1749468877,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56982-ydje6q.jpg?v=1749468877,kg,,,active
serviette-doudou-vintage-nouveau-ne,,,,,,,,,Beige,,,,,,,,,0.0,shopify,1000,continue,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56975-aw61ff.jpg?v=1749468877,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56975-aw61ff.jpg?v=1749468877,kg,,,
serviette-doudou-vintage-nouveau-ne,,,,,,,,,Orange,,,,,,,,,0.0,shopify,1000,continue,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56976-dvrbvx.jpg?v=1749468877,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56976-dvrbvx.jpg?v=1749468877,kg,,,
serviette-doudou-vintage-nouveau-ne,,,,,,,,,Gris,,,,,,,,,0.0,shopify,1000,continue,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56977-pi8paq.jpg?v=1749468877,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56977-pi8paq.jpg?v=1749468877,kg,,,
serviette-doudou-vintage-nouveau-ne,,,,,,,,,Vert,,,,,,,,,0.0,shopify,1000,continue,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56978-zhycsz.jpg?v=1749468877,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/56978-zhycsz.jpg?v=1749468877,kg,,,
